ano,numero,disciplina,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,gabarito,categoria_disciplina
2024,15,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"A Lei Federal 13.869/2019 (dispõe sobre os crimes de abuso de autoridade). Nesse sentido, com base na referida lei, analise as afirmativas a seguir:
I - É sujeito ativo do crime de abuso de autoridade qualquer agente público, servidor ou não, da administração direta, indireta ou fundacional de qualquer dos Poderes da União, dos Estados, do Distrito Federal, dos Municípios e de Território.
II - A perda do cargo, do mandato ou da função pública são efeitos da condenação nos crimes de abuso de autoridade.
III - A conduta criminosa praticada pelo agente com a finalidade específica de prejudicar outrem ou beneficiar a si mesmo ou a terceiro constitui crime de abuso de autoridade.
IV - A conduta criminosa praticada pelo agente por mero capricho ou por satisfação pessoal, não constitui crime de abuso de autoridade.
Marque a alternativa que contém apenas as afirmativas CORRETAS:",Todas as afirmativas são falsas.,Há três afirmativas falsas.,Há três afirmativas verdadeiras.,Todos as afirmativas são verdadeiras.,C,Legislação Criminal e Administrativa Disciplinar
2024,16,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"O Decreto-Lei 1.001/1969, (Código Penal Militar-CPM), tipifica como crime aquela conduta considerada ilícita, contrária à norma penal e que lesa ou expõe a perigo bens jurídicos considerados fundamentais para a paz e o convívio social, sendo imputada uma pena prevista em lei. Enumere a segunda coluna, de acordo com a primeira que contém tipificações de crimes previstos no CPM:
Coluna I:
(1) O crime de motim e revolta.
(2) O crime de desacato a superior.
(3) O crime de abandono de pessoa contra a pessoa.
(4) O crime de latrocínio.
(5) O crime de incêndio

Coluna II:
( ) Trata-se dos crimes contra o patrimônio.
( ) Trata-se dos crimes contra a incolumidade Pública.
( ) Trata-se dos crimes contra a autoridade ou disciplina militar.
( ) Trata-se dos crimes contra a pessoa.
( ) Trata-se dos crimes contra a Administração Militar.

De cima para baixo MARQUE a alternativa CORRETA:","4,5,1,3,2.","4,3,1,5,2.","5,2,4,3,1.","5,4,1,3,2.",A,Legislação Criminal e Administrativa Disciplinar
2024,17,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"De acordo com a ITC 15, que dispõe sobre o uso das diversas ferramentas de mídias e estabelece critérios para captura, produção e publicação de dados e imagens nas redes sociais envolvendo o CBMMG, considere as assertivas I, II e III e assinale a opção CORRETA.
I - Mesmo fora do exercício da função, o Bombeiro Militar deve se certificar que quaisquer publicações suas em mídias e redes sociais não sejam ofensivas aos Direitos e Garantias Individuais e aos princípios de Ética Militar.
II - As imagens produzidas pela GU BM de atendimentos operacionais, após a devida autorização do CBU, Cmt de Pelotão ou correspondente, deverão ter foco profissional, como para estudos de caso e instruções, e não visando autopromoção dos militares nas redes sociais.
III - Para fins particulares, fotos e/ou vídeos poderão ser gravados no interior das Unidades do CBMMG, mediante autorização do Comando da Unidade, desde que não importem em qualquer prejuízo ao serviço, à imagem da Instituição ou custos ao erário.",Todas as assertivas estão corretas.,Apenas as alternativas I e III estão corretas.,Apenas a alternativa I está correta.,Apenas as alternativas II e III estão corretas.,A,Legislação Criminal e Administrativa Disciplinar
2024,18,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"A Instrução Conjunta de Corregedorias PM/BM nº 01, de 03 de fevereiro de 2014, (ICCPM/BM nº 01/14) estabelece padronização sobre as atividades administrativas e disciplinares no âmbito da PMMG e do CBMMG, competindo às Corregedorias das Instituições Militares expedir instruções na área de justiça e disciplina que possibilitem aos militares estaduais a melhor aplicação e interpretação das normas internas em vigor. Conforme as disposições da ICCPM/BM nº 01/2014, analise as afirmativas:
I - Non bis in idem é o instituto jurídico que veda a dupla punição na mesma esfera (penal, civil ou administrativo disciplinar) pelo mesmo ato ilícito.
II - São simultâneas as transgressões que estão intimamente ligadas entre si. Em suma, uma não existe sem a outra ou não pode ser objeto de conhecimento perfeito, sem que também se tome conhecimento da outra.
III - São conexas as transgressões praticadas pelo mesmo militar, ao mesmo tempo e lugar.
IV - Configura o bis in idem a cumulação da sanção disciplinar com a medida administrativa de movimentação de Unidade ou Fração, por conveniência da disciplina ou interesse do serviço.
V - Não configura o bis in idem o fato de aplicar mais de uma sanção disciplinar pela prática simultânea ou conexão de duas ou mais transgressões, apuradas em um mesmo processo ou não.","Somente as afirmativas I, III e V são verdadeiras.","Somente as afirmativas II, III e IV são falsas.","Somente as afirmativas I, II, III e V são verdadeiras.","Somente as afirmativas II, III, IV e V são falsas.",D,Legislação Criminal e Administrativa Disciplinar
2024,19,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Em 05/11/2018 foi publicada na intranet BM a 1ª Edição da Cartilha de Prevenção Disciplinar ‘Fique Legal’, a qual, dentre outros temas, aborda as previsões da ITC 14, que estabelece critérios para oferta e recebimento de presentes e brindes por militares do CBMMG em decorrência do desempenho de suas funções constitucionais.

De acordo com a ITC 14, considere as alternativas I, II e III e assinale a opção CORRETA.
I - É possível que o Bombeiro Militar receba, em razão do exercício de suas funções, presentes com valor irrisório ou sem valor comercial, sem que isso configure uma irregularidade.
II - A inobservância do contido na ITC 14 poderá configurar tão somente transgressão disciplinar, visto se tratar de norma interna da Corporação.
III - Impõe-se aos integrantes do CBMMG, e aos demais integrantes das Instituições Militares Estaduais o dever de correção de atitudes e conduta moral e profissional irrepreensíveis, devendo observar fielmente no exercício de suas atribuições os princípios da administração pública, cumprindo e fazendo cumprir as leis, códigos, resoluções, instruções e ordens das autoridades competentes.",Todas as alternativas estão corretas.,Apenas as alternativas I e III estão corretas.,Apenas a alternativa III está correta.,Apenas as alternativas II e III estão corretas.,B,Legislação Criminal e Administrativa Disciplinar
2024,20,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Considerando as prescrições do Decreto Estadual 42.843/2002, assinale a alternativa INCORRETA.","Para a concessão do atestado de mérito, previsto na habilitação do processo da Medalha de Mérito Militar, é indispensável que o militar possua registros de bons e leais serviços prestados, além de, necessariamente, possuir uma ficha de alterações dentro dos requisitos legais.",A decisão sobre a concessão da menção elogiosa escrita é atribuição inerente ao Comandante da Unidade e não será precedida de parecer do CEDMU.,"Salvo por motivo de força maior, não se concederá a dispensa de serviço a discentes, durante o período letivo, nem a militar, durante o período de manobras ou em situações extraordinárias.",A comenda constitui a recompensa de maior importância concedida pelo CBMMG.,D,Legislação Criminal e Administrativa Disciplinar
2024,21,CONHECIMENTOS PROFISSIONAIS,"As ações de resposta, são as ações de caráter emergencial, executadas durante ou após a ocorrência do desastre e compreendem as seguintes atividades, EXCETO.",Socorro.,Assistência à população atingida.,Reconstrução.,Restabelecimento de serviços essenciais.,C,Conhecimentos Profissionais
2024,22,CONHECIMENTOS PROFISSIONAIS,"Consideram-se agentes de Proteção e Defesa Civil, conforme a Lei 12.608/2012, EXCETO.","Os agentes públicos detentores de cargo, emprego ou função pública, civis ou militares, com atribuições relativas à prestação ou execução dos serviços de proteção e defesa civil.","Os agentes voluntários, vinculados a entidades privadas ou prestadores de serviços voluntários que exercem, em caráter suplementar, serviços relacionados à proteção e defesa civil.","Os agentes políticos da União, dos Estados, do Distrito Federal e dos Municípios responsáveis pela direção superior dos órgãos do SINPDEC.",Os agentes públicos responsáveis pela coordenação e direção de órgãos ou entidades públicas prestadores dos serviços de segurança pública.,D,Conhecimentos Profissionais
2024,23,CONHECIMENTOS PROFISSIONAIS,"Considerando o previsto na Instrução Técnica Operacional n° 25/2020, assinale a alternativa CORRETA.","A chamada registrada será considerada frustrada quando for identificada pelo COBOM / CIAD / SOU / SOF após o empenho do recurso e se tratar de 'duplicata de solicitações' (W 05.000), 'trote' (W 07.000) ou 'cancelada por ordem do órgão de coordenação e controle' (W 09.000).","Quando não for possível empenhar um recurso por indisponibilidade de meios (viatura/pessoal), a chamada original registrada pelo COBOM / CIAD / SOU / SOF deve ser classificada no CAD como W 08.000 alterando-se a sua natureza originária.","Quando for identificado que a natureza da ocorrência diverge da natureza previamente selecionada na chamada ou pelo COBOM / CIAD / SOU / SOF, é responsabilidade do despachante alterá-la no REDS de acordo com a natureza mais adequada ao caso.","Todos os deslocamentos de Coordenação e controle (Grupo X) do Coordenador Bombeiro da Unidade (CBU) realizados durante o serviço operacional, incluindo o acompanhamento, por iniciativa, de ocorrências que não demandem sua atuação direta, são considerados atividades decorrentes do serviço operacional.",D,Conhecimentos Profissionais
2024,24,CONHECIMENTOS PROFISSIONAIS,"O 'espaço destinado a uso coletivo' é uma área descoberta onde são desenvolvidas as atividades previstas na Tabela do Anexo do Decreto Estadual 47.998/2020, com a possibilidade da ocorrência de um sinistro. Em relação a tal espaço, foram feitas as seguintes afirmativas:
I - Os espaços destinados a uso coletivo devem ser contabilizados para a área total da edificação, excetuados os locais livres de risco para a segurança contra incêndio e pânico, definidos em Instrução Técnica específica.
II - As medidas de segurança ‘alarme de incêndio’ e ‘detecção de incêndio’ não são obrigatórias nos espaços destinados a uso coletivo.
III - Os espaços destinados a uso coletivo estão isentos do sistema de hidrantes.
IV - Os espaços destinados a uso coletivo podem possuir somente uma saída de emergência, mesmo que a área coberta da edificação exija duas ou mais saídas.
Com base nas afirmativas acima, assinale a opção CORRETA:",Apenas uma afirmativa está correta.,Apenas duas afirmativas estão corretas.,Três ou mais afirmativas estão corretas.,Nenhuma das afirmativas está correta.,B,Conhecimentos Profissionais
2024,25,CONHECIMENTOS PROFISSIONAIS,O Decreto Estadual 47.998/2020 traz sanções... Quantas não estão presentes na Lei 14.130/2001?,Nenhuma.,Uma.,Duas.,Três.,C,Conhecimentos Profissionais
2024,26,CONHECIMENTOS PROFISSIONAIS,"Considere uma edificação de 10 pavimentos que possui ocupação mista (ocupação comercial no pavimento térreo e ocupação residencial multifamiliar nos demais pavimentos), com compartimentação entre as ocupações. A edificação não tem projeto aprovado no CBMMG e tem as medidas de segurança contra incêndio e pânico definidas pela Instrução Técnica nº 01. Para a definição de medidas de segurança contra incêndio e pânico, as tabelas do Anexo A da Instrução Técnica nº 01 devem ser utilizadas considerando:",Área total da edificação e altura específica das ocupações.,Área total da edificação e altura total da edificação.,Área específica das ocupações e altura específica das ocupações.,Área específica das ocupações e altura total da edificação.,A,Conhecimentos Profissionais
2024,27,CONHECIMENTOS PROFISSIONAIS,"Acidentes com gás liquefeito de petróleo (GLP) ocorrem com relativa frequência. Assim, é importante que o manuseio do GLP e a instalação de centrais de GLP ocorram com base em critérios técnicos, a fim de se evitar acidentes. Com base na Instrução Técnica nº 23/2ª edição, todas as alternativas estão corretas, EXCETO:","As centrais de GLP não podem estar localizadas em locais confinados, mesmo que tenham feito ensaio de estanqueidade e possuam o respectivo laudo.","Antes da utilização da central de GLP e para a renovação do AVCB, a rede de alimentação deve ser submetida a ensaio de estanqueidade.","As centrais de GLP devem possuir um afastamento mínimo de fontes de ignição, de materiais combustíveis e de ralos.","As centrais de GLP devem ter extintores do tipo BC, com capacidade extintora mínima 20-B:C, instalados no interior da central",D,Conhecimentos Profissionais
2024,28,CONHECIMENTOS PROFISSIONAIS,"Em caso de PR/PCR em um adulto (MABOM-APH), marque a opção INCORRETA:","Em pacientes com suspeita, ou confirmação, de trauma, não há necessidade de estabilização da coluna cervical.","Caso o socorrista esteja sozinho, a cânula deverá ser inserida somente após o primeiro ciclo de RCP, ou imediatamente após solicitar apoio para um paciente em parada respiratória.","Para verificação da respiração, o tórax do paciente deve ser exposto o máximo possível.","Em caso de ausência do socorrista 3 na cena, ou o mesmo estiver manuseando o desfibrilador, a cânula deverá ser inserida pelo socorrista 2.",A,Conhecimentos Profissionais
2024,29,CONHECIMENTOS PROFISSIONAIS,"Sobre pacientes com queimaduras (MABOM-APH), julgue e marque a opção INCORRETA:","São consideradas queimaduras graves: em mãos, pés, coxas, queimaduras circunferenciais dos membros e queimaduras associadas à fraturas em ossos longos.","Em queimaduras térmicas em membros, deve-se resfriar até, no máximo, 30% da área corporal total, a fim de evitar hipotermia.","As queimaduras de face e vias aéreas são consideradas graves e, portanto, é indicado o acionamento de Suporte Avançado de Vida (SAV).",O curativo seco é feito enfaixando-se a área afetada com atadura de Rayon.,B,Conhecimentos Profissionais
2024,30,CONHECIMENTOS PROFISSIONAIS,"Sobre os tipos de entrada na água (Manual Salvamento Aquático), marque a alternativa INCORRETA:","Entrada pranchada: a cabeça se mantém o tempo todo fora da água, assegurando o contato visual com a vítima.","Entrada em pé: utilizado por guarda-vidas que se encontrem em posição elevada em relação aos banhistas, a exemplo de pontes ou plataformas.",Entrada japonesa: recomendada para piscinas e margens de rios de conhecida profundidade e inexistência de pedras e galhos que possam oferecer riscos ao guarda-vidas.,Entrada de ponta: só pode ocorrer em balneários desde que ofereçam profundidade adequada.,D,Conhecimentos Profissionais
2024,31,CONHECIMENTOS PROFISSIONAIS,"Avalie os itens a seguir, segundo o Manual de Bombeiros Militar de Salvamento Aquático, e marque a alternativa INCORRETA:","A técnica 'Isca-viva' somente deverá ser realizada após minuciosa avaliação do cenário e descartada as opções de resgate por terra, pelas margens ou com a utilização de embarcação.","As máscaras semifaciais, para maior eficiência e facilidade na ação de compensação de pressão e desalagamento, não devem possuir um grande volume interno...","É importante que as nadadeiras possuam flutuabilidade negativa, isto é, densidade maior que a da água.",No reboque com flutuador... não se deve segurar apenas o mosquetão ou a argola.,C,Conhecimentos Profissionais
2024,32,CONHECIMENTOS PROFISSIONAIS,"Julgue os itens abaixo, segundo o Manual de Bombeiros Militar de Vistoria, Poda e Corte de Árvores, e marque a alternativa INCORRETA:","O esporão não deve ser utilizado em casos de poda, devido aos danos causados no tronco...","Recomenda-se a utilização de mosquetões de alumínio não apenas como EPI, mas também para trabalhos que envolvam carga de material.",Ferramentas de impacto como machado e facão sejam utilizadas somente em solo...,Polias utilizadas na atividade de poda/corte de árvores não deverão ser empregadas para salvamento em altura.,B,Conhecimentos Profissionais
2024,33,CONHECIMENTOS PROFISSIONAIS,"Avalie as alternativas abaixo, segundo o Manual de Bombeiros Militar de Vistoria, Poda e Corte de Árvores, e marque a alternativa CORRETA:
I - Cordas com indícios de desgaste serão admitidas somente para amarrações que não envolvam ancoragens e linhas de ascensão e de deslocamento.
II - Não é vedada a utilização de gasolina aditivada nas motosserras. Caso já tenha sido utilizada gasolina comum, só será possível utilizar gasolina aditivada se o equipamento for descarbonizado, para evitar o entupimento dos condutores, do carburador e travamento do motor pelo desprendimento de partículas de carvão.
III - Um carburador estará corretamente ajustado se: a aceleração da serra ocorrer sem hesitações, não houver movimento da corrente quando o acelerador não estiver acionado e não houver dificuldades no arranque.
IV - O freio da corrente é acionado automaticamente na ocorrência de um efeito rebote (motosserra lançada repentinamente e sem controle sobre o operador) suficientemente forte.",Cordas com indícios de desgaste serão admitidas somente para amarrações que não envolvam ancoragens e linhas de ascensão e de deslocamento.,Não é vedada a utilização de gasolina aditivada nas motosserras... possível usar após descarbonizar...,"Um carburador estará corretamente ajustado se: a aceleração da serra ocorrer sem hesitações, não houver movimento da corrente quando o acelerador não estiver acionado e não houver dificuldades no arranque.",O freio da corrente é acionado automaticamente na ocorrência de um efeito rebote suficientemente forte.,D,Conhecimentos Profissionais
2024,34,CONHECIMENTOS PROFISSIONAIS,"Segundo a Instrução Técnica Operacional 28 de atendimento a ocorrências com produtos perigosos, marque a alternativa CORRETA:
I - Quando o Número de Risco for precedido da letra ‘X’, significa que tal substância reage perigosamente com água. Nesses casos, a água somente deve ser utilizada caso aprovado por especialistas.
II - A Zona Quente é o espaço físico onde está localizada a origem do acidente. Nessa área o risco é iminente, devendo ser isolado, sendo permitida qualquer equipe.
III - As ações de transbordo devem ser autorizadas somente quando houver segurança na Zona Quente, ou seja, extintos os incêndios, controlados os vazamentos, eliminadas as fontes de ignição, etc.
IV - As equipes de suporte não precisam estar com EPI para efetuarem a montagem do Corredor de Redução de Contaminantes (CRC), uma vez que esse será montado fora da Zona Quente.","Apenas as alternativas I, III e IV são verdadeiras.","Apenas as alternativas II, III e IV são verdadeiras.",Apenas as alternativas III e IV são verdadeiras.,Todas as alternativas são verdadeiras.,A,Conhecimentos Profissionais
2024,35,CONHECIMENTOS PROFISSIONAIS,"Segundo o Manual de Bombeiros Militar de Combate a incêndio Urbano. Edição nº 1, aprovado pela Resolução 919/2020, em um cenário em que se demande menor alcance e maior fragmentação da água, de modo a atingir uma área maior no ambiente, é indicado operar com vazão de 30 GPM e ângulo de 60 graus. Considerando essas características, qual regulação CORRETA de jato a ser utilizada?",Jato Mole.,Jato Compacto.,Jato Neblinado Amplo.,Jato Neblinado Estreito.,C,Conhecimentos Profissionais
2024,36,CONHECIMENTOS PROFISSIONAIS,"Segundo a ITO nº 34 - Salvamento Veicular, a situação em que, devido à deformação do veículo, as vítimas estão impossibilitadas de sair pelos próprios meios, podendo estar feridas ou não, é definida como:",Encarceramento tipo físico I.,Encarceramento tipo físico II.,Encarceramento mecânico (vítima retida).,Desencarceramento.,C,Conhecimentos Profissionais
2024,37,CONHECIMENTOS PROFISSIONAIS,"De acordo com o Manual BREC, marque a alternativa CORRETA que apresenta uma condição insegura:","Condições ambientais: ventos fortes, chuva, relâmpagos.",Entrar na área de trabalho sem seu EPI ou utilizá-lo da maneira incorreta.,Trabalhar sozinho durante a operação.,Retirar o apoio de uma estrutura sem observar a sua estabilidade.,A,Conhecimentos Profissionais
2024,38,CONHECIMENTOS PROFISSIONAIS,"De acordo com o Manual BREC, para manter a integridade das equipes... normas de segurança no local de trabalho, EXCETO:","Não deixar resíduos de consumo no local de trabalho, tais como luvas descartáveis, embalagens diversas, etc.","Trabalhar em duplas nas zonas fria e morna. Em áreas de trabalho da zona quente, trabalhar um a um, com a autorização prévia do Encarregado de Logística.","Manter no local de trabalho um extintor portátil com a capacidade extintora mínima de 3A-20BC, para fazer frente a um princípio de incêndio.",Não fumar e não comer na área de trabalho.,B,Conhecimentos Profissionais
2024,39,CONHECIMENTOS PROFISSIONAIS,"Segundo o POP-S 04.007 - Busca e Salvamento de Pessoa Perdida, são fases e conceitos corretos relacionados ao trabalho de busca, EXCETO:","Localizar: através de informações obtidas de possíveis trajetos, utilizando-se de técnicas de orientação e navegação. Estipular os locais de busca.","Acessar: traçar o perfil da vítima, por meio de perguntas que possam nortear os trabalhos de busca.",Estabilizar: atendimento pré-hospitalar a vítima conforme protocolo do CBMMG.,"Transportar: transportar a vítima até local seguro. O deslocamento poderá ser aéreo, terrestre, com utilização de viaturas, ou a pé, com a vítima imobilizada em prancha longa e/ou maca tipo envelope, conforme o quadro clínico obtido durante a avaliação do paciente.",B,Conhecimentos Profissionais
2024,40,CONHECIMENTOS PROFISSIONAIS,"Segundo o POP de Recebimento e cuidados pré, durante e pós operação dos motores de popa, dentre os procedimentos previstos para o recebimento diário e operação do motor 4T, está CORRETO:",Abrir a tampa do motor e verificar o nível de óleo do motor de popa com o motor em locais com inclinação acentuada.,"Quando o motor não tiver sido ligado anteriormente, puxe o afogador antes de dar a partida.","Mantenha o motor funcionando em alta aceleração durante os primeiros 30 minutos, garantindo a adequada lubrificação das partes móveis do motor.","Verifique se, ao retirar a chave do corta-motor, se este será desligado automaticamente. Na hipótese dele não desligar, fazer toda a desmontagem do motor e proceder aos reparos e trocas de peças defeituosas.",B,Conhecimentos Profissionais
2025,1,LEGISLAÇÃO BÁSICA,"O CBMMG pela abrangência do seu escopo de atuação compõe o Sistema de Segurança Pública, o Sistema Nacional de Proteção e Defesa Civil, o Sistema Nacional do Meio Ambiente entre outros, direta e indiretamente. Especificamente sobre o Sistema Integrado de Segurança Pública (SISP), é INCORRETO afirmar:",O SISP tem o objetivo de padronizar a estatística criminal e de bombeiros.,"O Registro de Eventos de Defesa Social - REDS - faz parte dos sistemas de informação relativos à segurança pública, sendo a Sejusp o órgão controlador do sistema.",A Coordenadoria Estadual de Defesa Civil - CEDEC compõe o Sistema Integrado de Segurança Pública.,"O Ciad é unidade colegiada que tem como diretriz a centralização do atendimento de chamadas de emergência, de despachos de recursos operacionais das polícias e de bombeiros.",C,Legislação Básica
2025,2,LEGISLAÇÃO BÁSICA,"Plano de integridade é uma evolução importante na gestão pública, pois provoca mudanças positivas na cultura organizacional, cada vez mais pautada pela integridade. Sobre o Plano de Integridade (PI) do Corpo de Bombeiros Militar de Minas Gerais é INCORRETO afirmar:","É um importante instrumento de prevenção de desvios de conduta, difusão da cultura de boas práticas, sistematização de ações que reforçam o cumprimento de preceitos éticos e de probidade.","É uma iniciativa estruturada e organizada, para substituir o esforço individual de cada um, buscando concentrar esforços para um resposta rápida e enérgica aos casos de corrupção.",O plano de Integridade do CBMMG é um desdobramento direto do Plano Mineiro de Promoção da Integridade.,"Os Eixos e Subeixos contemplados no PI representam facetas de temas e áreas de atuação consideradas prioritárias, com possibilidade de atualização periódica.",B,Legislação Básica
2025,3,LEGISLAÇÃO BÁSICA,"Para fins da Resolução nº 1.099/2023, que trata sobre o Atestado de Origem no âmbito do CBMMG, o militar estará em serviço de natureza bombeiro militar quando se encontrar: I - No local em que deva prestar serviço, conforme escala ou em decorrência de sua atuação em razão da função militar. II - Atendendo a ocorrência bombeiro militar, por solicitação ou de iniciativa, mesmo de férias ou de folga e em trajes civis, se não tiver dado causa, por dolo ou culpa, ao fato que motivou a própria ocorrência. III - No deslocamento habitual (direto) de sua residência para o local de trabalho e vice-versa, qualquer que seja o meio de locomoção. IV - Em atividades físicas ou práticas desportivas para melhoria da condição física. V - Em qualquer competição desportiva. Marque a alternativa que contém as afirmativas CORRETAS.","I, II, III.",I e III.,I e IV.,I e V.,A,Legislação Básica
2025,4,LEGISLAÇÃO BÁSICA,"O Soldado BM Alfa, atualmente lotado no 1º BBM, solicitou sua transferência para o 4º BBM, com o objetivo de melhor atender suas necessidades individuais. De acordo com a Resolução nº 596/2015, sobre a movimentação dos militares no Corpo de Bombeiros Militar de Minas Gerais, todas as afirmativas são verdadeiras, EXCETO:",A movimentação solicitada pelo Sd BM Alfa só poderá ser efetuada quando motivada por requerimento do interessado.,"A esposa do Sd BM Alfa, que também é bombeira militar e encontra-se lotada no 1º BBM, deseja ser transferida para a mesma localidade que o marido. Esta movimentação poderá ocorrer se conveniente e oportuna.","A movimentação do Sd BM Alfa para o 4º BBM será realizada por interesse próprio, sendo que o militar deverá ser desligado da Unidade de origem no prazo máximo de 10 (dez) dias úteis, contados a partir da respectiva publicação em Boletim.","Caso inexista claro no efetivo do 4º BBM, a movimentação do Sd BM Alfa não poderá ocorrer, salvo se houver permuta.",C,Legislação Básica
2025,5,LEGISLAÇÃO BÁSICA,"O Sgt BM Delta lotado na cidade de Montes Claros irá realizar uma diligência na cidade de Uberaba, distante 670 km de sua sede, sendo que a duração da diligência será superior a 12 horas. Diante dessa situação, é CORRETO afirmar que:","Caso nesta diligência o Sgt BM Delta acompanhe o Coronel BM, Comandante do COB, exercendo atividade de assessoramento, o Sgt BM Delta fará jus a diária equivalente ao do Comandante para assegurar-lhe hospedagem e alimentação de mesmo padrão.","A diária recebida pelo militar será integral, já que a duração da diligência se dará por fração de dia superior a doze horas, mesmo que não haja pousada no militar fora da sede.","Caso o Sgt BM Delta utilize o transporte rodoviário, o militar não poderá ser ressarcido, já que o transporte por conta do Estado é garantido apenas para os casos de movimentação por necessidade do serviço ou da disciplina.","O Sgt BM Delta poderá receber complementação do valor recebido da diária, caso o valor tenha sido insuficiente para o pagamento das indenizações, somente se houver comprovação e justificativas das despesas efetivamente pagas.",D,Legislação Básica
2025,6,LEGISLAÇÃO BÁSICA,"De acordo com o regulamento de promoção de praças das instituições militares estaduais, Decreto nº 46.298/2013, é correto afirmar EXCETO:","A promoção por ato de bravura pode ocorrer a qualquer tempo, independente de ser 25 (vinte e cinco) de dezembro.","A promoção à graduação de Soldado 1ª Classe ocorre exclusivamente pelo critério de necessidade do serviço, mediante aprovação no respectivo curso de formação.",O comportamento disciplinar satisfatório não é considerado um requisito básico para o militar concorrer a promoção.,A promoção por invalidez deve ser precedida de apuração dos fatos por meio de um Atestado de Origem e será realizada após parecer da Junta Central de Saúde (JCS).,C,Legislação Básica
2025,7,LEGISLAÇÃO BÁSICA,"Todos os seguintes conceitos básicos estão descritos na Resolução nº 713/2017 que dispõe sobre a jornada de trabalho no Corpo de Bombeiros Militar de Minas Gerais e dá outras providências, EXCETO:","Turno: é o espaço de tempo previamente determinado para o empenho do militar diariamente, de modo a cumprir-se a jornada.","Descanso: é o espaço de tempo que fecha um ciclo de empenho em que o militar fica desobrigado da escala de serviço, para complementação de sua recuperação orgânica.",Ciclo: conjunto sequencial de dias de empenho e de folga do militar.,Jornada: é o período de tempo compreendido nas 24 horas do dia em que o servidor militar é empenhado em atividades específicas.,B,Legislação Básica
2025,8,LEGISLAÇÃO BÁSICA,"Com relação aos prazos estabelecidos na Resolução nº 1.052/2022 que institui o Processo Administrativo de natureza não disciplinar no Corpo de Bombeiros Militar de Minas Gerais, identifique a alternativa ERRADA:","O prazo para elaboração do PA será de 15 dias corridos, contados da data do recebimento da documentação pelo encarregado, prorrogáveis por mais 10 dias corridos, a pedido ou por determinação da autoridade competente, não se computando os prazos destinados à defesa.","Da solução do PA caberá recurso no prazo de cinco dias úteis, contados a partir do primeiro dia útil posterior à notificação do militar ou do servidor civil, ou do conhecimento da publicação em boletim.","O interessado, quando desejar, poderá manifestar-se formalmente, em até três dias úteis após sua notificação inicial, bem como em até três dias úteis após sua notificação final.","Encerrada a instrução, a autoridade competente emitirá decisão em dez dias úteis.",D,Legislação Básica
2025,9,LEGISLAÇÃO BÁSICA,"De acordo com a Lei nº 5.301/1969 - Estatuto dos Militares do Estado de Minas Gerais, marque V (verdadeiro) e F (falso), em seguida, assinale a alternativa CORRETA: ( ) O militar será considerado estável após três anos de efetivo serviço no cargo, mediante avaliação de desempenho individual. ( ) Os militares da reserva ou reformados podem ser proibidos de usar uniformes, temporária ou definitivamente, em virtude da prática de atos indignos, por decisão do Comandante Geral. ( ) Provento é o quantitativo anual, em dinheiro, devido ao militar da ativa. ( ) É possível, em situações específicas, o militar receber até 4 (quatro) vezes o valor do seu vencimento mensal a título de indenização ajuda-de-custo.","V,F,F,V.","V,V,F,V.","V,V,V,F.","F,V,F,V",B,Legislação Básica
2025,10,LEGISLAÇÃO BÁSICA,"De acordo com o Decreto nº 43.194/2003 que contém o regulamento das Medalhas do Corpo de Bombeiros Militar de Minas Gerais, criadas pela Lei nº 14.487, de 9 de dezembro de 2002, assinale as alternativas a seguir com V (verdadeiro) e F (falso) e indique a alternativa correspondente: ( ) A habilitação do militar à Medalha de Mérito Militar tem início na data da sua conclusão de curso. ( ) Tem direito à Medalha de que trata este Decreto o militar que, transferido para a reserva ou reformado após a vigência da Lei nº 14.487, de 9 de dezembro de 2002, tenha satisfeito, ainda na ativa, às exigências contidas neste Decreto. ( ) A Medalha do Mérito Militar será classificada em bronze, prata e ouro, conforme se destine àqueles que, satisfeitas as condições previstas neste Decreto, tenham completado respectivamente dez, vinte e trinta anos de efetivo serviço. ( ) A Medalha do Mérito Intelectual, destina-se a galardoar o militar que obtiver o primeiro lugar em cursos profissionais realizados no Corpo de Bombeiros Militar de Minas Gerais.","V, V, V, V.","F, V, F, V.","F, F, F, V.","F, V, V, V.",B,Legislação Básica
